Delivery_person_ID;Weatherconditions;;Rótulos de Linha;Contagem de Delivery_person_ID
GOARES12DEL01 ;conditions Fog;;;
AURGRES17DEL02 ;conditions Cloudy;;;
PUNERES19DEL01 ;conditions NaN;;;
ALHRES03DEL01 ;conditions Sandstorms;;;
AURGRES12DEL02 ;conditions Windy;;;
DEHRES04DEL01 ;conditions Cloudy;;;
GOARES010DEL01 ;conditions Sandstorms;;;
DEHRES08DEL03 ;conditions Windy;;;
BHPRES08DEL03 ;conditions Stormy;;;
DEHRES15DEL01 ;conditions Sunny;;;
COIMBRES010DEL03 ;conditions Sunny;;;
AGRRES010DEL03 ;conditions Windy;;;
GOARES11DEL03 ;conditions Cloudy;;;
RANCHIRES12DEL01 ;conditions NaN;;;
DEHRES07DEL01 ;conditions Fog;;;
KNPRES03DEL02 ;conditions Sandstorms;;;
HYDRES01DEL02 ;conditions Fog;;;
LUDHRES13DEL01 ;conditions Sandstorms;;;
GOARES06DEL03 ;conditions Sunny;;;
GOARES14DEL03 ;conditions Sandstorms;;;
GOARES06DEL01 ;conditions Sandstorms;;;
AURGRES02DEL02 ;conditions Sandstorms;;;
ALHRES14DEL01 ;conditions Fog;;;
LUDHRES03DEL02 ;conditions Sunny;;;
KOLRES04DEL02 ;conditions Sandstorms;;;
HYDRES19DEL03 ;conditions Stormy;;;
HYDRES14DEL03 ;conditions NaN;;;
AURGRES03DEL02 ;conditions Sunny;;;
GOARES03DEL01 ;conditions Stormy;;;
KOLRES06DEL03 ;conditions Fog;;;
KNPRES08DEL02 ;conditions Sunny;;;
LUDHRES01DEL01 ;conditions Stormy;;;
KNPRES13DEL02 ;conditions Stormy;;;
ALHRES11DEL03 ;conditions Stormy;;;
LUDHRES09DEL02 ;conditions Cloudy;;;
BANGRES010DEL03 ;conditions NaN;;;
LUDHRES09DEL02 ;conditions Fog;;;
KNPRES01DEL02 ;conditions Fog;;;
GOARES13DEL01 ;conditions Windy;;;
KOLRES13DEL01 ;conditions Fog;;;
ALHRES15DEL02 ;conditions Stormy;;;
KOLRES16DEL01 ;conditions Windy;;;
BHPRES14DEL02 ;conditions Sunny;;;
AGRRES05DEL01 ;conditions Sunny;;;
KOCRES18DEL02 ;conditions Cloudy;;;
AGRRES04DEL03 ;conditions Cloudy;;;
DEHRES18DEL02 ;conditions Sunny;;;
KOCRES010DEL01 ;conditions Sandstorms;;;
BHPRES02DEL03 ;conditions Stormy;;;
KOCRES12DEL01 ;conditions NaN;;;
GOARES08DEL03 ;conditions Sandstorms;;;
KOCRES02DEL01 ;conditions Stormy;;;
KNPRES14DEL01 ;conditions Sunny;;;
KNPRES03DEL02 ;conditions Fog;;;
KOLRES20DEL01 ;conditions Fog;;;
DEHRES13DEL01 ;conditions NaN;;;
AGRRES16DEL02 ;conditions Sunny;;;
CHENRES14DEL02 ;conditions NaN;;;
DEHRES19DEL02 ;conditions Fog;;;
VADRES010DEL03 ;conditions Cloudy;;;
BHPRES16DEL01 ;conditions Stormy;;;
COIMBRES15DEL01 ;conditions NaN;;;
KOCRES15DEL03 ;conditions Stormy;;;
MYSRES16DEL01 ;conditions NaN;;;
KOLRES13DEL03 ;conditions Windy;;;
LUDHRES08DEL01 ;conditions Fog;;;
AURGRES02DEL02 ;conditions NaN;;;
BHPRES14DEL03 ;conditions Fog;;;
LUDHRES09DEL03 ;conditions Stormy;;;
AGRRES20DEL02 ;conditions Windy;;;
KOLRES08DEL03 ;conditions Sunny;;;
KOLRES17DEL02 ;conditions NaN;;;
DEHRES16DEL01 ;conditions Sunny;;;
CHENRES08DEL01 ;conditions Fog;;;
AGRRES02DEL03 ;conditions Fog;;;
KOCRES18DEL03 ;conditions Stormy;;;
VADRES09DEL03 ;conditions NaN;;;
KOLRES15DEL02 ;conditions Sandstorms;;;
GOARES06DEL01 ;conditions Cloudy;;;
LUDHRES17DEL01 ;conditions Fog;;;
AURGRES15DEL01 ;conditions Sunny;;;
LUDHRES20DEL01 ;conditions Cloudy;;;
AGRRES02DEL02 ;conditions Sunny;;;
LUDHRES13DEL03 ;conditions Sunny;;;
AGRRES01DEL01 ;conditions Cloudy;;;
ALHRES03DEL03 ;conditions Sunny;;;
LUDHRES04DEL02 ;conditions Cloudy;;;
KOCRES07DEL01 ;conditions NaN;;;
COIMBRES01DEL01 ;conditions NaN;;;
BHPRES07DEL01 ;conditions Sunny;;;
AGRRES010DEL01 ;conditions Stormy;;;
DEHRES12DEL03 ;conditions Sunny;;;
GOARES05DEL02 ;conditions Cloudy;;;
DEHRES09DEL01 ;conditions Sunny;;;
AURGRES13DEL03 ;conditions Cloudy;;;
LUDHRES03DEL03 ;conditions Fog;;;
COIMBRES07DEL02 ;conditions NaN;;;
KOLRES19DEL03 ;conditions Cloudy;;;
BHPRES06DEL03 ;conditions Sunny;;;
LUDHRES11DEL02 ;conditions Stormy;;;
BHPRES08DEL03 ;conditions Sandstorms;;;
KNPRES08DEL03 ;conditions Windy;;;
LUDHRES17DEL03 ;conditions Stormy;;;
KOLRES04DEL01 ;conditions Stormy;;;
KOLRES17DEL03 ;conditions Windy;;;
LUDHRES13DEL02 ;conditions Sunny;;;
KOCRES13DEL03 ;conditions Windy;;;
BHPRES13DEL01 ;conditions Sunny;;;
VADRES07DEL02 ;conditions NaN;;;
KOLRES08DEL03 ;conditions Cloudy;;;
GOARES12DEL03 ;conditions Sunny;;;
KNPRES03DEL03 ;conditions Fog;;;
GOARES20DEL03 ;conditions Fog;;;
INDORES15DEL03 ;conditions NaN;;;
MUMRES14DEL01 ;conditions NaN;;;
AURGRES02DEL01 ;conditions Fog;;;
DEHRES18DEL03 ;conditions Windy;;;
COIMBRES06DEL01 ;conditions NaN;;;
BHPRES08DEL01 ;conditions Sandstorms;;;
KOCRES12DEL01 ;conditions Cloudy;;;
BHPRES02DEL03 ;conditions Fog;;;
KOLRES03DEL01 ;conditions Sunny;;;
AURGRES17DEL01 ;conditions Fog;;;
COIMBRES18DEL02 ;conditions NaN;;;
RANCHIRES14DEL03 ;conditions NaN;;;
KNPRES20DEL01 ;conditions Windy;;;
KOCRES13DEL02 ;conditions Fog;;;
DEHRES08DEL02 ;conditions Windy;;;
INDORES08DEL01 ;conditions NaN;;;
ALHRES18DEL03 ;conditions Stormy;;;
KOLRES010DEL01 ;conditions Sunny;;;
KOLRES02DEL01 ;conditions Fog;;;
LUDHRES05DEL01 ;conditions Cloudy;;;
AURGRES01DEL03 ;conditions Windy;;;
KOCRES09DEL03 ;conditions Windy;;;
DEHRES01DEL03 ;conditions Sunny;;;
BHPRES16DEL03 ;conditions Sunny;;;
GOARES05DEL02 ;conditions Windy;;;
KOLRES13DEL02 ;conditions Sunny;;;
BHPRES05DEL01 ;conditions Sunny;;;
KOCRES02DEL01 ;conditions Sandstorms;;;
ALHRES18DEL01 ;conditions Fog;;;
KOLRES11DEL03 ;conditions Sandstorms;;;
AURGRES07DEL02 ;conditions Windy;;;
LUDHRES01DEL02 ;conditions Sandstorms;;;
ALHRES12DEL03 ;conditions Windy;;;
KOLRES01DEL01 ;conditions Windy;;;
ALHRES15DEL02 ;conditions Sunny;;;
DEHRES05DEL02 ;conditions Stormy;;;
DEHRES17DEL02 ;conditions NaN;;;
DEHRES04DEL03 ;conditions Stormy;;;
BHPRES09DEL02 ;conditions Stormy;;;
HYDRES19DEL01 ;conditions NaN;;;
AURGRES010DEL02 ;conditions Sandstorms;;;
INDORES02DEL02 ;conditions NaN;;;
LUDHRES05DEL02 ;conditions Fog;;;
KNPRES11DEL01 ;conditions Cloudy;;;
GOARES010DEL01 ;conditions Fog;;;
KOLRES18DEL03 ;conditions Cloudy;;;
BHPRES13DEL01 ;conditions NaN;;;
AGRRES010DEL03 ;conditions Cloudy;;;
GOARES05DEL03 ;conditions NaN;;;
DEHRES15DEL02 ;conditions Stormy;;;
KOCRES01DEL01 ;conditions Stormy;;;
GOARES20DEL01 ;conditions Windy;;;
SURRES01DEL03 ;conditions Cloudy;;;
KOCRES20DEL03 ;conditions Stormy;;;
LUDHRES18DEL03 ;conditions NaN;;;
AURGRES16DEL03 ;conditions Fog;;;
ALHRES11DEL02 ;conditions NaN;;;
DEHRES18DEL01 ;conditions Fog;;;
COIMBRES14DEL02 ;conditions NaN;;;
ALHRES13DEL02 ;conditions Fog;;;
AGRRES17DEL02 ;conditions Windy;;;
BHPRES010DEL02 ;conditions Sunny;;;
DEHRES01DEL02 ;conditions Fog;;;
KNPRES14DEL02 ;conditions Windy;;;
KOLRES19DEL01 ;conditions Cloudy;;;
ALHRES02DEL01 ;conditions Sunny;;;
AGRRES08DEL01 ;conditions Cloudy;;;
KOLRES010DEL03 ;conditions Windy;;;
AURGRES14DEL03 ;conditions Stormy;;;
KNPRES03DEL02 ;conditions NaN;;;
DEHRES14DEL02 ;conditions Sunny;;;
GOARES17DEL01 ;conditions Windy;;;
INDORES01DEL02 ;conditions NaN;;;
AURGRES20DEL01 ;conditions Stormy;;;
KOCRES07DEL03 ;conditions Cloudy;;;
KNPRES16DEL03 ;conditions Sunny;;;
DEHRES19DEL01 ;conditions Fog;;;
AURGRES07DEL01 ;conditions Windy;;;
DEHRES15DEL03 ;conditions Windy;;;
KOCRES14DEL03 ;conditions Sunny;;;
SURRES06DEL03 ;conditions NaN;;;
ALHRES03DEL02 ;conditions Windy;;;
GOARES03DEL02 ;conditions Sandstorms;;;
JAPRES12DEL03 ;conditions NaN;;;
ALHRES13DEL03 ;conditions Cloudy;;;
MUMRES01DEL03 ;conditions NaN;;;
INDORES18DEL01 ;conditions NaN;;;
BANGRES12DEL03 ;conditions NaN;;;
AGRRES02DEL02 ;conditions Cloudy;;;
GOARES09DEL02 ;conditions Sandstorms;;;
KOCRES20DEL02 ;conditions Windy;;;
GOARES14DEL02 ;conditions NaN;;;
VADRES03DEL02 ;conditions NaN;;;
KNPRES19DEL03 ;conditions NaN;;;
BHPRES04DEL02 ;conditions Stormy;;;
LUDHRES01DEL03 ;conditions Sunny;;;
KNPRES08DEL01 ;conditions Sandstorms;;;
BHPRES13DEL03 ;conditions Stormy;;;
INDORES11DEL03 ;conditions NaN;;;
DEHRES16DEL03 ;conditions NaN;;;
ALHRES19DEL01 ;conditions Windy;;;
AGRRES14DEL03 ;conditions Sandstorms;;;
KOCRES18DEL03 ;conditions Windy;;;
AGRRES07DEL01 ;conditions Sunny;;;
LUDHRES17DEL02 ;conditions Stormy;;;
BHPRES09DEL02 ;conditions Sunny;;;
VADRES14DEL02 ;conditions NaN;;;
GOARES08DEL03 ;conditions Cloudy;;;
AURGRES010DEL02 ;conditions Stormy;;;
DEHRES15DEL02 ;conditions Sandstorms;;;
CHENRES17DEL02 ;conditions NaN;;;
KOLRES18DEL02 ;conditions Cloudy;;;
KNPRES07DEL03 ;conditions Sandstorms;;;
GOARES17DEL01 ;conditions Fog;;;
AGRRES03DEL01 ;conditions NaN;;;
KNPRES18DEL03 ;conditions Stormy;;;
KOLRES12DEL03 ;conditions Fog;;;
KOCRES04DEL02 ;conditions Stormy;;;
KOCRES04DEL03 ;conditions Windy;;;
KOCRES010DEL01 ;conditions Stormy;;;
VADRES19DEL02 ;conditions NaN;;;
BANGRES12DEL01 ;conditions NaN;;;
AURGRES03DEL02 ;conditions Cloudy;;;
DEHRES03DEL03 ;conditions Windy;;;
AURGRES08DEL02 ;conditions Cloudy;;;
BHPRES06DEL02 ;conditions Sandstorms;;;
DEHRES14DEL01 ;conditions NaN;;;
AGRRES01DEL03 ;conditions Sunny;;;
MYSRES18DEL01 ;conditions NaN;;;
BANGRES06DEL03 ;conditions Sandstorms;;;
HYDRES14DEL02 ;conditions NaN;;;
LUDHRES15DEL01 ;conditions Stormy;;;
GOARES05DEL03 ;conditions Stormy;;;
JAPRES05DEL03 ;conditions NaN;;;
GOARES03DEL02 ;conditions Fog;;;
BHPRES11DEL03 ;conditions Fog;;;
PUNERES13DEL02 ;conditions NaN;;;
AURGRES18DEL03 ;conditions Windy;;;
KNPRES010DEL03 ;conditions Fog;;;
KNPRES19DEL01 ;conditions Sunny;;;
KOCRES01DEL03 ;conditions Sunny;;;
LUDHRES09DEL02 ;conditions Sandstorms;;;
JAPRES18DEL03 ;conditions NaN;;;
COIMBRES14DEL03 ;conditions NaN;;;
MUMRES17DEL02 ;conditions NaN;;;
VADRES02DEL02 ;conditions NaN;;;
BHPRES16DEL03 ;conditions Stormy;;;
CHENRES20DEL01 ;conditions NaN;;;
SURRES20DEL01 ;conditions NaN;;;
KOLRES02DEL02 ;conditions Sunny;;;
KOLRES16DEL01 ;conditions NaN;;;
GOARES03DEL01 ;conditions Fog;;;
DEHRES17DEL03 ;conditions Cloudy;;;
AURGRES12DEL03 ;conditions Fog;;;
ALHRES20DEL01 ;conditions Fog;;;
MUMRES010DEL03 ;conditions NaN;;;
LUDHRES03DEL01 ;conditions Windy;;;
GOARES15DEL03 ;conditions Fog;;;
BHPRES17DEL03 ;conditions Sunny;;;
ALHRES11DEL02 ;conditions Stormy;;;
GOARES01DEL01 ;conditions Cloudy;;;
LUDHRES18DEL02 ;conditions Windy;;;
KNPRES11DEL03 ;conditions Sandstorms;;;
KNPRES12DEL03 ;conditions Sunny;;;
KNPRES03DEL01 ;conditions Stormy;;;
ALHRES09DEL02 ;conditions Sunny;;;
GOARES18DEL03 ;conditions Windy;;;
BHPRES04DEL01 ;conditions Stormy;;;
LUDHRES17DEL01 ;conditions Sandstorms;;;
PUNERES17DEL02 ;conditions NaN;;;
BHPRES11DEL03 ;conditions Stormy;;;
GOARES04DEL01 ;conditions Sunny;;;
KNPRES05DEL02 ;conditions Sunny;;;
BHPRES01DEL01 ;conditions Windy;;;
DEHRES19DEL01 ;conditions Cloudy;;;
LUDHRES17DEL03 ;conditions Sandstorms;;;
INDORES08DEL02 ;conditions NaN;;;
RANCHIRES010DEL02 ;conditions NaN;;;
KOLRES02DEL02 ;conditions Fog;;;
SURRES15DEL01 ;conditions NaN;;;
CHENRES02DEL02 ;conditions NaN;;;
AURGRES03DEL03 ;conditions Fog;;;
AGRRES19DEL03 ;conditions Sunny;;;
MUMRES07DEL01 ;conditions NaN;;;
KOCRES18DEL02 ;conditions Windy;;;
PUNERES04DEL01 ;conditions NaN;;;
KOLRES07DEL01 ;conditions Cloudy;;;
KOLRES01DEL01 ;conditions NaN;;;
LUDHRES07DEL01 ;conditions Stormy;;;
BHPRES15DEL01 ;conditions NaN;;;
KOCRES02DEL02 ;conditions Cloudy;;;
KOLRES20DEL02 ;conditions Windy;;;
AGRRES03DEL03 ;conditions Fog;;;
BHPRES12DEL02 ;conditions Cloudy;;;
VADRES04DEL02 ;conditions NaN;;;
DEHRES06DEL01 ;conditions Sandstorms;;;
KNPRES010DEL03 ;conditions Sandstorms;;;
RANCHIRES02DEL03 ;conditions NaN;;;
KNPRES20DEL03 ;conditions Windy;;;
KOLRES02DEL03 ;conditions Sunny;;;
KOCRES06DEL02 ;conditions Sunny;;;
ALHRES06DEL02 ;conditions Fog;;;
GOARES03DEL01 ;conditions Sunny;;;
INDORES05DEL01 ;conditions NaN;;;
AGRRES07DEL01 ;conditions NaN;;;
AURGRES16DEL03 ;conditions Sandstorms;;;
DEHRES04DEL02 ;conditions Stormy;;;
AGRRES16DEL01 ;conditions Windy;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
